interval kprosa
1705	1
1710	0	
1715	0
1720	0
1725	0
1730	0
1735	0
1740	0
1745	0
1750	0
1755	0
1760	0
1765	0
1770	0
1775	0
1780	0
1785	0
1790	0
1795	0
1800	0
1805	0
1810	0
1815	0
1820	1
1825	0
1830	0
1835	0
1840	0
1845	0
1850	0
1855	1
1860	0
1865	1
1870	0
1875	0
1880	0
1885	0
1890	0
1895	0
1900	1
1905	0
1910	0
1915	1
1920	0
1925	0
1930	0
1935	0
1940	0
1945	0
1950	0
